Epoch,Precision_Class_0,Precision_Class_1,Precision_Class_2,Precision_Class_3,Precision_Class_4,Precision_Class_5,Precision_Class_6,Precision_Class_7,Precision_Class_8,Precision_Class_9,Precision_Class_10,Precision_Class_11,Precision_Class_12,Precision_Class_13,Precision_Class_14,Precision_Class_15,Precision_Class_16,Precision_Class_17,Precision_Class_18,Precision_Class_19,Precision_Class_20,Precision_Class_21,Precision_Class_22,Precision_Class_23,Precision_Class_24,Precision_Class_25,Precision_Class_26,Precision_Class_27,Precision_Class_28,Recall_Class_0,Recall_Class_1,Recall_Class_2,Recall_Class_3,Recall_Class_4,Recall_Class_5,Recall_Class_6,Recall_Class_7,Recall_Class_8,Recall_Class_9,Recall_Class_10,Recall_Class_11,Recall_Class_12,Recall_Class_13,Recall_Class_14,Recall_Class_15,Recall_Class_16,Recall_Class_17,Recall_Class_18,Recall_Class_19,Recall_Class_20,Recall_Class_21,Recall_Class_22,Recall_Class_23,Recall_Class_24,Recall_Class_25,Recall_Class_26,Recall_Class_27,Recall_Class_28,F1_Class_0,F1_Class_1,F1_Class_2,F1_Class_3,F1_Class_4,F1_Class_5,F1_Class_6,F1_Class_7,F1_Class_8,F1_Class_9,F1_Class_10,F1_Class_11,F1_Class_12,F1_Class_13,F1_Class_14,F1_Class_15,F1_Class_16,F1_Class_17,F1_Class_18,F1_Class_19,F1_Class_20,F1_Class_21,F1_Class_22,F1_Class_23,F1_Class_24,F1_Class_25,F1_Class_26,F1_Class_27,F1_Class_28
1,0.9414389291689905,0.4052631578947368,0.4125766871165644,0.5454545454545454,0.3705179282868526,0.26857142857142857,0.2138157894736842,0.16260162601626016,0.24788732394366197,0.18384401114206128,0.1054421768707483,0.11330049261083744,0.30303030303030304,0.08695652173913043,0.09803921568627451,0.18238993710691823,0.09714285714285714,0.02112676056338028,0.08823529411764706,0.0,0.0,0.05,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.8061127029608405,0.18011695906432748,0.445364238410596,0.34256055363321797,0.3522727272727273,0.23558897243107768,0.17759562841530055,0.19230769230769232,0.39285714285714285,0.4583333333333333,0.2246376811594203,0.20535714285714285,0.8247422680412371,0.06,0.10989010989010989,0.34523809523809523,0.23943661971830985,0.04477611940298507,0.14634146341463414,0.0,0.0,0.041666666666666664,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.8685361461281194,0.2493927125506073,0.428343949044586,0.4208289054197662,0.3611650485436893,0.25100133511348466,0.19402985074626866,0.1762114537444934,0.30397236614853196,0.2624254473161034,0.14351851851851852,0.14603174603174604,0.44321329639889195,0.07100591715976332,0.10362694300518134,0.23868312757201646,0.13821138211382114,0.028708133971291867,0.11009174311926606,0.0,0.0,0.045454545454545456,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0
2,0.9672922252010724,0.6050955414012739,0.5107033639143731,0.6926147704590818,0.43597122302158275,0.325,0.2976190476190476,0.25210084033613445,0.3967741935483871,0.3111111111111111,0.1407766990291262,0.21323529411764705,0.38565022421524664,0.05263157894736842,0.22085889570552147,0.28169014084507044,0.1853932584269663,0.03125,0.14655172413793102,0.025974025974025976,0.16071428571428573,0.09375,0.08108108108108109,0.0,0.0,0.0,0.0,0.0,0.0,0.8615090735434575,0.2222222222222222,0.5529801324503312,0.6003460207612457,0.5738636363636364,0.3258145363408521,0.20491803278688525,0.19230769230769232,0.5491071428571429,0.5833333333333334,0.21014492753623187,0.25892857142857145,0.8865979381443299,0.02,0.3956043956043956,0.47619047619047616,0.4647887323943662,0.029850746268656716,0.4146341463414634,0.08333333333333333,0.3333333333333333,0.25,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.9113412477898459,0.32506415739948674,0.5310015898251192,0.6431881371640408,0.49550286181520853,0.32540675844806005,0.24271844660194175,0.21818181818181817,0.4606741573033708,0.4057971014492754,0.1686046511627907,0.23387096774193547,0.5375,0.028985507246376812,0.28346456692913385,0.35398230088495575,0.26506024096385544,0.030534351145038167,0.21656050955414013,0.039603960396039604,0.21686746987951808,0.13636363636363635,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0
3,0.9725067385444744,0.6619318181818182,0.5284552845528455,0.6820512820512821,0.46367851622874806,0.3087071240105541,0.3232758620689655,0.35564853556485354,0.5080645161290323,0.33935018050541516,0.22105263157894736,0.19886363636363635,0.4540540540540541,0.06818181818181818,0.1878453038674033,0.31756756756756754,0.2087912087912088,0.056818181818181816,0.12295081967213115,0.0392156862745098,0.17307692307692307,0.171875,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,0.8615090735434575,0.27251461988304093,0.5380794701986755,0.6903114186851211,0.5681818181818182,0.2932330827067669,0.20491803278688525,0.2724358974358974,0.5625,0.6527777777777778,0.30434782608695654,0.3125,0.865979381443299,0.03,0.37362637362637363,0.5595238095238095,0.5352112676056338,0.07462686567164178,0.36585365853658536,0.16666666666666666,0.3333333333333333,0.4583333333333333,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.9136490250696379,0.3860811930405965,0.5332239540607056,0.6861564918314703,0.5106382978723404,0.30077120822622105,0.2508361204013378,0.308529945553539,0.5338983050847458,0.44655581947743467,0.25609756097560976,0.24305555555555555,0.5957446808510638,0.041666666666666664,0.25,0.4051724137931034,0.30039525691699603,0.06451612903225806,0.18404907975460122,0.06349206349206349,0.22784810126582278,0.25,0.06779661016949153,0.0,0.0,0.0,0.0,0.0,0.0
4,0.9764521193092621,0.6441176470588236,0.5420875420875421,0.6957264957264957,0.5127334465195246,0.33066666666666666,0.25680933852140075,0.452914798206278,0.49097472924187724,0.36140350877192984,0.25149700598802394,0.2430939226519337,0.46111111111111114,0.08333333333333333,0.1864406779661017,0.34507042253521125,0.225,0.08955223880597014,0.1935483870967742,0.052083333333333336,0.1568627450980392,0.13793103448275862,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.8911174785100286,0.256140350877193,0.5331125827814569,0.7041522491349481,0.571969696969697,0.3107769423558897,0.18032786885245902,0.32371794871794873,0.6071428571428571,0.7152777777777778,0.30434782608695654,0.39285714285714285,0.8556701030927835,0.07,0.3626373626373626,0.5833333333333334,0.5070422535211268,0.1791044776119403,0.5853658536585366,0.20833333333333334,0.2962962962962963,0.3333333333333333,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.9318352059925094,0.36652719665271966,0.5375626043405676,0.6999140154772141,0.540734109221128,0.32041343669250644,0.21187800963081863,0.3775700934579439,0.5429141716566867,0.4801864801864802,0.2754098360655738,0.3003412969283277,0.5992779783393501,0.07608695652173914,0.2462686567164179,0.4336283185840708,0.3116883116883117,0.11940298507462686,0.2909090909090909,0.08333333333333333,0.20512820512820512,0.1951219512195122,0.0,0.0,0.5,0.0,0.0,0.0,0.0
5,0.9798553719008265,0.6699346405228758,0.5675675675675675,0.7204502814258912,0.5205724508050089,0.36386138613861385,0.3225806451612903,0.502262443438914,0.5494505494505495,0.43023255813953487,0.25892857142857145,0.24157303370786518,0.5804195804195804,0.14814814814814814,0.26573426573426573,0.46153846153846156,0.24083769633507854,0.06766917293233082,0.23958333333333334,0.041237113402061855,0.14814814814814814,0.1509433962264151,0.03333333333333333,0.0,0.21428571428571427,0.0,0.0,0.0,0.0,0.9059216809933143,0.23976608187134502,0.5562913907284768,0.6643598615916955,0.5511363636363636,0.3684210526315789,0.273224043715847,0.3557692307692308,0.6696428571428571,0.7708333333333334,0.42028985507246375,0.38392857142857145,0.8556701030927835,0.2,0.4175824175824176,0.7142857142857143,0.647887323943662,0.13432835820895522,0.5609756097560976,0.16666666666666666,0.2962962962962963,0.3333333333333333,0.058823529411764705,0.0,0.375,0.0,0.0,0.0,0.0,0.941439205955335,0.35314384151593453,0.5618729096989966,0.6912691269126913,0.5354185832566697,0.36612702366127026,0.2958579881656805,0.4165103189493433,0.6036217303822937,0.5522388059701493,0.32044198895027626,0.296551724137931,0.6916666666666667,0.1702127659574468,0.3247863247863248,0.5607476635514018,0.3511450381679389,0.09,0.3357664233576642,0.06611570247933884,0.19753086419753085,0.2077922077922078,0.0425531914893617,0.0,0.2727272727272727,0.0,0.0,0.0,0.0
6,0.9851282051282051,0.651219512195122,0.5712074303405573,0.730072463768116,0.5306122448979592,0.4256926952141058,0.37318840579710144,0.5363636363636364,0.6075949367088608,0.48717948717948717,0.2981651376146789,0.2849462365591398,0.5906040268456376,0.21739130434782608,0.35251798561151076,0.48739495798319327,0.2914285714285714,0.0707070707070707,0.28865979381443296,0.047058823529411764,0.14925373134328357,0.1206896551724138,0.07407407407407407,0.0,0.2,0.0,0.0,0.0,0.0,0.9173829990448902,0.312280701754386,0.6109271523178808,0.6972318339100346,0.5416666666666666,0.42355889724310775,0.2814207650273224,0.3782051282051282,0.6428571428571429,0.7916666666666666,0.47101449275362317,0.4732142857142857,0.9072164948453608,0.25,0.5384615384615384,0.6904761904761905,0.7183098591549296,0.1044776119402985,0.6829268292682927,0.16666666666666666,0.37037037037037035,0.2916666666666667,0.11764705882352941,0.0,0.5,0.0,0.0,0.0,0.0,0.9500494559841741,0.42213438735177866,0.5904,0.7132743362831858,0.5360824742268041,0.42462311557788945,0.32087227414330216,0.44360902255639095,0.6247288503253796,0.6031746031746031,0.3651685393258427,0.35570469798657717,0.7154471544715447,0.23255813953488372,0.4260869565217391,0.5714285714285714,0.4146341463414634,0.08433734939759036,0.4057971014492754,0.07339449541284404,0.2127659574468085,0.17073170731707318,0.09090909090909091,0.0,0.2857142857142857,0.0,0.0,0.0,0.0
7,0.985204081632653,0.6633165829145728,0.6116352201257862,0.764367816091954,0.562862669245648,0.44,0.3732876712328767,0.4909090909090909,0.6090534979423868,0.5235849056603774,0.29493087557603687,0.31756756756756754,0.6875,0.256,0.2867132867132867,0.475,0.28160919540229884,0.1717171717171717,0.24299065420560748,0.10204081632653061,0.2222222222222222,0.17391304347826086,0.0,0.14285714285714285,0.3,0.0,0.0,0.0,0.0,0.9221585482330468,0.3087719298245614,0.6440397350993378,0.6903114186851211,0.5511363636363636,0.46867167919799496,0.2978142076502732,0.4326923076923077,0.6607142857142857,0.7708333333333334,0.463768115942029,0.41964285714285715,0.9072164948453608,0.32,0.45054945054945056,0.6785714285714286,0.6901408450704225,0.2537313432835821,0.6341463414634146,0.4166666666666667,0.5185185185185185,0.5,0.0,0.1,0.75,0.0,0.0,0.0,0.0,0.9526393685249137,0.4213886671987231,0.6274193548387097,0.7254545454545455,0.5569377990430622,0.4538834951456311,0.331306990881459,0.4599659284497445,0.6338329764453962,0.6235955056179775,0.36056338028169016,0.36153846153846153,0.7822222222222223,0.28444444444444444,0.3504273504273504,0.5588235294117647,0.4,0.20481927710843373,0.35135135135135137,0.16393442622950818,0.3111111111111111,0.25806451612903225,0.0,0.11764705882352941,0.42857142857142855,0.0,0.0,0.0,0.0
8,0.9869994799791991,0.7485380116959064,0.6194029850746269,0.74573055028463,0.5724381625441696,0.481994459833795,0.40483383685800606,0.5344129554655871,0.620253164556962,0.5362318840579711,0.35784313725490197,0.29775280898876405,0.6592592592592592,0.20945945945945946,0.4098360655737705,0.5619834710743802,0.36054421768707484,0.176056338028169,0.3010752688172043,0.06976744186046512,0.2542372881355932,0.2,0.1724137931034483,0.14285714285714285,0.2727272727272727,0.0,0.0,0.0,0.0,0.9063992359121299,0.2994152046783626,0.6870860927152318,0.6799307958477508,0.6136363636363636,0.43609022556390975,0.366120218579235,0.4230769230769231,0.65625,0.7708333333333334,0.5289855072463768,0.4732142857142857,0.9175257731958762,0.31,0.5494505494505495,0.8095238095238095,0.7464788732394366,0.373134328358209,0.6829268292682927,0.375,0.5555555555555556,0.5833333333333334,0.29411764705882354,0.1,0.75,0.0,0.0,0.0,0.0,0.9449838187702265,0.4277360066833751,0.6514913657770801,0.7113122171945702,0.5923217550274223,0.45789473684210524,0.38450502152080346,0.47227191413237923,0.6377440347071583,0.6324786324786325,0.4269005847953216,0.36551724137931035,0.7672413793103449,0.25,0.4694835680751174,0.6634146341463415,0.48623853211009177,0.23923444976076555,0.417910447761194,0.11764705882352941,0.3488372093023256,0.2978723404255319,0.21739130434782608,0.11764705882352941,0.4,0.0,0.0,0.0,0.0
9,0.9886947584789312,0.7111111111111111,0.6006493506493507,0.7754318618042226,0.581081081081081,0.47836538461538464,0.4117647058823529,0.4874551971326165,0.6470588235294118,0.545045045045045,0.43157894736842106,0.3058823529411765,0.704,0.22404371584699453,0.432,0.5495495495495496,0.25308641975308643,0.125,0.2926829268292683,0.11,0.21875,0.18666666666666668,0.18518518518518517,0.3333333333333333,0.2631578947368421,0.0,0.0,0.0,0.0,0.9188156638013372,0.2994152046783626,0.6125827814569537,0.698961937716263,0.5700757575757576,0.49874686716791977,0.3633879781420765,0.4358974358974359,0.6875,0.8402777777777778,0.5942028985507246,0.4642857142857143,0.9072164948453608,0.41,0.5934065934065934,0.7261904761904762,0.5774647887323944,0.26865671641791045,0.5853658536585366,0.4583333333333333,0.5185185185185185,0.5833333333333334,0.29411764705882354,0.1,0.625,0.0,0.0,0.0,0.0,0.9524752475247524,0.4213991769547325,0.6065573770491803,0.7352138307552321,0.5755258126195029,0.4883435582822086,0.386066763425254,0.4602368866328257,0.6666666666666666,0.6612021857923497,0.5,0.36879432624113473,0.7927927927927928,0.28975265017667845,0.5,0.6256410256410256,0.351931330472103,0.17061611374407584,0.3902439024390244,0.1774193548387097,0.3076923076923077,0.2828282828282828,0.22727272727272727,0.15384615384615385,0.37037037037037035,0.0,0.0,0.0,0.0
10,0.9894419306184012,0.7604938271604939,0.6128048780487805,0.784,0.5583482944344704,0.5260416666666666,0.4106145251396648,0.49328859060402686,0.6812749003984063,0.5684210526315789,0.42786069651741293,0.3,0.7542372881355932,0.28169014084507044,0.5135135135135135,0.5897435897435898,0.3006535947712418,0.18018018018018017,0.28888888888888886,0.1267605633802817,0.32,0.23333333333333334,0.06666666666666667,0.16666666666666666,0.2777777777777778,0.0,0.0,0.0,0.0,0.9398280802292264,0.36023391812865496,0.6655629139072847,0.6782006920415224,0.5890151515151515,0.506265664160401,0.4016393442622951,0.47115384615384615,0.7633928571428571,0.75,0.6231884057971014,0.4017857142857143,0.9175257731958762,0.4,0.6263736263736264,0.8214285714285714,0.647887323943662,0.29850746268656714,0.6341463414634146,0.375,0.5925925925925926,0.5833333333333334,0.058823529411764705,0.2,0.625,0.0,0.0,0.0,0.0,0.9639970609845702,0.4888888888888889,0.638095238095238,0.7272727272727273,0.5732718894009217,0.5159642401021711,0.40607734806629836,0.4819672131147541,0.72,0.6467065868263473,0.5073746312684366,0.3435114503816794,0.827906976744186,0.3305785123966942,0.5643564356435643,0.6865671641791045,0.4107142857142857,0.2247191011235955,0.3969465648854962,0.18947368421052632,0.4155844155844156,0.3333333333333333,0.0625,0.18181818181818182,0.38461538461538464,0.0,0.0,0.0,0.0
